model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
logistics_signavio_2.txt,0.8259605169296265,0.5817302584648132,1.0,0.9999999999999998
manufacturing_aris_3.txt,0.7838716268539428,0.498602480093638,0.9418228650471983,0.8830459770114942
logistics_cimino_3.txt,0.8058758497238159,0.5134642406513816,0.9444444444444444,0.9166666666666666
tourism_fouad_3.txt,0.7733787655830383,0.48374820632093096,0.8952691791806565,0.8619465841892312
tourism_web_5.txt,0.7893515706062317,0.5446757853031157,0.9157078215901746,0.8899999999999999
gdpr_2_consent_to_use_the_data.txt,N/A,N/A,N/A,N/A
healthcare_klessascheck_1.txt,0.8018864393234253,0.4985622672807602,0.8927577937649881,0.9166666666666666
gdpr_7_right_to_be_forgotten.txt,0.8424737751483917,0.6434591097964182,0.9961984168341645,0.9918128654970758
logistics_klessascheck_5.txt,0.8225601434707641,0.5201036011471467,0.9231884057971014,0.9166666666666666
gdpr_4_right_of_portability.txt,0.8214004099369049,0.6257002049684525,1.0,0.9999999999999998
gdpr_5_right_to_withdraw.txt,0.8412315249443054,0.5672824291388194,0.9755971195633368,0.970709724502828
healthcare_bpmai_2.txt,0.8029171923796335,0.43791692952315014,0.8947934959073885,0.8756784171219145
tourism_corradini_2.txt,0.7824189841747284,0.49359044446831657,0.9057815714328523,0.8799311541172006
manufacturing_bpmai_1.txt,0.8048595070838929,0.6690964202086132,0.9933333333333334,0.9972222222222221
healthcare_redeker_5.txt,0.754229748249054,0.5729482074578602,0.9557769768920925,0.9166666666666666
manufacturing_tomaskova_4.txt,0.8445222318172455,0.5722611159086227,0.9038359324737003,0.8623791486291486
logistics_bpmai_1.txt,0.8098978400230408,0.4549489200115203,0.9290112875461854,0.8955461876832844
tourism_bpmai_1.txt,0.7645708739757537,0.4582854369878769,0.8741667741923029,0.8812228669245477
logistics_ferreira_4.txt,0.807106077671051,0.4706958959783826,0.8967532467532466,0.9083333333333332
manufacturing_lodhi_5.txt,0.7536521315574646,0.49904828800095447,0.962779658070744,0.9455936792778898
healthcare_bpmai_3.txt,0.7846338331699372,0.4717286812908509,0.972796350161593,0.9659295659295658
healthcare_pufahl_4.txt,0.7708551585674286,0.5318561507122856,1.0,0.9999999999999998
gdpr_1_data_breach.txt,0.8189685121178627,0.5094842560589313,0.8682323259117908,0.8484848484848484
manufacturing_bpmai_2.txt,0.7559886872768402,0.50299434363842,0.9465182648401825,0.9166666666666666
tourism_milanovic_4.txt,0.7921892940998078,0.555185556140813,1.0,0.9999999999999998
