model_name,t2t_eval_1,t2t_eval_2,m2m_eval_1,m2m_eval_2
customer_support_process_for_the_ticket_management_46.txt,0.8298852384090424,0.5863711906330925,0.8875571520147775,0.8553270280444194
account_payable_process_122.txt,0.86805180311203,0.7233116158417294,0.97105920055987,0.9623636760556264
process_for_optimizing_a_process_185.txt,0.8725001692771912,0.7021883130768241,0.9753416102508098,0.9652019545447248
customer_support_process_for_the_ticket_management_131.txt,0.8640456974506379,0.5796418963443665,0.8676721968923239,0.7723475355054302
order_fulfillment_process_40.txt,0.8371122598648071,0.6591155704918441,0.9941089708716673,0.9921442687747033
project_management_process_44.txt,0.7913634419441223,0.6456817209720611,0.9417710888587851,0.9381555944055944
customer_support_process_for_the_ticket_management_35.txt,0.8298281669616699,0.639914083480835,0.8026063148873479,0.7790111257502563
process_for_optimizing_a_process_92.txt,0.8789811909198761,0.6652481712175138,0.9901213424574948,0.9878007571692397
startup_due_diligence_for_a_venture_capitalist_68.txt,0.7360626339912415,0.5735868725511765,0.9894736842105264,0.9833333333333332
churn_rate_prevention_process_14.txt,0.7430105388164521,0.6048386027415594,0.9272727272727275,0.8333333333333333
content_promotion_process_109.txt,0.8806202411651611,0.6486434539159139,0.7835473529156919,0.7298245614035088
accounts_receivable_process_101.txt,0.8548537909984588,0.7636768954992295,0.9848614221724523,0.9800438596491226
customer_support_process_for_the_ticket_management_152.txt,0.8633546233177185,0.5750106449921926,0.9531796794671283,0.934125507059011
loan_application_process_4.txt,0.8303381502628326,0.7339190751314163,0.9858995425784887,0.9805930930930931
budget_preparation_process_33.txt,0.8331583321094513,0.7811246206001802,0.9970618337273229,0.9964912280701753
account_payable_process_2.txt,0.8789215564727784,0.7600163337919448,0.9719218177123393,0.9639867536758292
project_management_process_3.txt,0.8329760313034058,0.7164880156517028,0.9867445519713822,0.9818672555514659
churn_rate_prevention_process_3.txt,0.7574664413928985,0.6387332206964492,0.9977777777777778,0.9958333333333332
order_fulfillment_process_143.txt,0.8414818823337555,0.7074076078335444,0.9867732265350758,0.9822392136341715
project_management_process_81.txt,0.7951825797557831,0.6809246232112248,0.9229545765294285,0.9057966216789746
project_management_process_2.txt,0.7757525742053986,0.6912096204360325,1.0,0.9999999999999998
final_grades_submission_process_1.txt,0.923621654510498,0.8403822558266775,1.0,0.9999999999999998
customer_support_process_for_the_ticket_management_25.txt,0.8091304004192352,0.8045652002096177,0.9749227871939736,0.9764444444444443
client_onboarding_process_for_a_marketing_agency_172.txt,0.8513009727001191,0.7228727085722817,1.0,0.9999999999999998
content_promotion_process_2.txt,0.8834860920906067,0.8167430460453033,1.0,0.9999999999999998
client_onboarding_process_for_a_marketing_agency_6.txt,0.7701936483383178,0.6767634908358257,0.9882352941176471,0.9875
churn_rate_prevention_process_23.txt,0.8340696215629577,0.6901117338584019,0.9946095675674957,0.9931301499821036
final_grades_submission_process_126.txt,0.9059471011161804,0.7386878362723759,0.9344886931959598,0.9274230678881841
customer_support_process_for_the_ticket_management_10.txt,0.8157501339912414,0.5266250669956207,0.7298509579467451,0.6450516442621705
budget_preparation_process_16.txt,0.8335697829723359,0.7267848914861678,0.8616979729989154,0.8227256235827664
order_fulfillment_process_7.txt,0.8622857689857483,0.6928095511595409,0.9405832307785114,0.9155881908788885
order_fulfillment_process_22.txt,0.8232689321041107,0.7044916089091982,0.9958933576689916,0.9948275862068965
budget_preparation_process_162.txt,0.8188275098800659,0.7097925428188206,0.9986111111111111,0.9983333333333333
purchase_order_workflow_81.txt,0.7940038502216339,0.722001925110817,0.9967975446995734,0.9944819819819818
employee_onboarding_process_195.txt,0.7582532644271851,0.6148409179278783,0.81875,0.7641666666666665
churn_rate_prevention_process_102.txt,0.7846769213676452,0.5715051273504892,0.9564754870099808,0.9298993350599005
churn_rate_prevention_process_34.txt,0.7776138484477997,0.6838069242238998,0.9962264150943396,0.9944444444444442
process_for_optimizing_a_process_37.txt,0.8603898644447326,0.7620131140405481,0.9960526315789474,0.9926041666666666
account_payable_process_3.txt,0.8249902307987214,0.7208284487326939,1.0,1.0
client_onboarding_process_for_a_marketing_agency_14.txt,0.8071970582008362,0.7119318624337515,0.9400000000000001,0.8874999999999998
startup_due_diligence_for_a_venture_capitalist_45.txt,0.7760973274707794,0.6567986637353898,1.0,0.9999999999999998
customer_support_process_for_the_ticket_management_48.txt,0.8063003838062286,0.6089961514990738,0.9226002978408647,0.9121784547152194
loan_application_process_72.txt,0.8660628020763397,0.6697485727553416,0.8676867967200362,0.8459978471897976
purchase_order_workflow_16.txt,0.8142463326454162,0.6987898329893748,0.9758385172705015,0.9703228629699217
startup_due_diligence_for_a_venture_capitalist_186.txt,0.7725214719772339,0.5536849784128595,0.8398284965553756,0.7280706902088131
customer_support_process_for_the_ticket_management_22.txt,0.8472486555576324,0.7495171849216733,0.9916936043419685,0.989061345158906
accounts_receivable_process_2.txt,0.8336137950420379,0.6833725540866755,0.9931050892581659,0.9910419989367358
account_payable_process_170.txt,0.8935000896453857,0.6842500448226929,0.9224475337288174,0.899505102040816
accounts_receivable_process_60.txt,0.8273315191268921,0.6336657595634462,0.8985019755918812,0.8259692513368984
churn_rate_prevention_process_55.txt,0.7090808153152466,0.6545404076576232,1.0,0.9999999999999998
purchase_order_workflow_4.txt,0.8280306279659271,0.7640153139829637,1.0,0.9999999999999998
churn_rate_prevention_process_27.txt,0.7697698056697846,0.7212485391985286,0.9716617156308894,0.9612893762422063
startup_due_diligence_for_a_venture_capitalist_0.txt,0.8056973338127136,0.6695038866865766,0.9727633441034721,0.9611479571161521
