report,llm,example,direction,data_metric,stat,median,min,max
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,range,0.08776274512881381,0.0,0.21302748741773125
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,mean,0.8117065513948718,0.4835532985532985,0.9380626780626781
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,median,0.8157304879271032,0.4855311355311355,0.9510416666666667
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,SD,0.03185464192496866,0.0,0.07416763294604874
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,CV_pct,4.061332020957873,0.0,9.893744122046048
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,MedianCV_pct,1.4123999346572413,0.0,5.8287795992713995
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,CI_width,0.04557487617649798,0.0,0.10611265685490667
report_anthropic_pet_t2t,anthropic,pet,t2t,model_eval_2,mean_median_diff_pct,1.3036749410215869,0.0,5.451533209996131
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,n,10.0,10.0,10.0
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,range,0.049833560691160315,0.006151318550109863,0.12945252656936646
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,mean,0.8827199753592997,0.8006942570209503,0.9665209472179412
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,median,0.8830017745494843,0.7842576503753662,0.966139018535614
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,SD,0.016610666567384753,0.0018310943919055522,0.04527109639169268
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,CV_pct,1.9020069535018482,0.20976378964993758,5.408080549669438
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,MedianCV_pct,1.0425589224493859,0.005467459618186344,2.964267634077805
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,CI_width,0.023765110083509428,0.0026197720374676603,0.06476998288932201
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_1,mean_median_diff_pct,0.4991736553115502,0.001966584615948031,2.226166321587295
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,n,10.0,10.0,10.0
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,range,0.16863128338168848,0.005193561315536499,0.3665714161736625
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,mean,0.6877497842372778,0.5248131551104362,0.8264713469478819
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,median,0.6924725520656044,0.5427047520875931,0.8736791849136353
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,SD,0.05543071655756928,0.0015402204237163265,0.14545101548656467
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,CV_pct,8.103035626743598,0.19546659327819757,18.52307265983133
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,MedianCV_pct,3.924471566885209,0.002964270936301099,8.446809390845058
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,CI_width,0.0793054917847193,0.0022036146336450457,0.2080987768175202
report_anthropic_pet_t2t,anthropic,pet,t2t,text_eval_2,mean_median_diff_pct,2.606302861736176,0.0023264009509137446,10.122343815558038
report_anthropic_realset_m2m,anthropic,realset,m2m,model_eval_1,n,10.0,10.0,10.0
report_anthropic_realset_m2m,anthropic,realset,m2m,model_eval_1,range,0.09998818502911477,0.012797917807085835,0.22333498739926283
report_anthropic_realset_m2m,anthropic,realset,m2m,model_eval_1,mean,0.8577317835870457,0.7314939813182981,0.950897717221299
report_anthropic_realset_m2m,anthropic,realset,m2m,model_eval_1,median,0.8577247611078697,0.7364953685404783,0.9484807135376107
report_anthropic_realset_m2m,anthropic,realset,m2m,model_eval_1,SD,0.03321468186758775,0.005280506104701762,0.08164884170905218
