description,metric,n,range,mean,median,SD,CV_pct,MedianCV_pct,CI_95_lower,CI_95_upper,CI_width,mean_median_diff_pct
M_j03.json,model_eval_1,10,0.13304155086730052,0.8503730276584583,0.8469695946445754,0.038965015779576076,4.5821086173050505,2.04923285097263,0.8224991345292827,0.878246920787634,0.055747786258351306,0.40183650456910813
X_g03.json,model_eval_1,10,0.039944771671464596,0.945493343182269,0.9335099116808296,0.01929515784439029,2.0407502584257364,0.0,0.9316904187664903,0.9592962675980476,0.027605848831557367,1.2836962255561462
M_j01.json,model_eval_1,10,0.1660806692782486,0.7314939813182981,0.7364953685404783,0.047555447931712486,6.5011400156715,3.4620537830112084,0.6974748632238192,0.765513099412777,0.06803823618895777,0.6790792496212761
E_j02.json,model_eval_1,10,0.12574113412562948,0.75722388993465,0.7556554791830621,0.045399378503911327,5.995502665378055,5.126806106084865,0.7247471309951008,0.7897006488741991,0.06495351787909831,0.20755632623526715
G_g01.json,model_eval_1,10,0.11200298912302409,0.8541680457678693,0.8586854732189662,0.03227224367026333,3.77820779297025,2.3215247817450826,0.8310818733871783,0.8772542181485603,0.04617234476138199,0.5260863950757547
E_j01.json,model_eval_1,10,0.13070296207742826,0.8826144505191135,0.8657739952278538,0.041509616717079915,4.703029357004732,2.558885787297726,0.852920259536355,0.912308641501872,0.05938838196551699,1.9451329543373037
V_g01.json,model_eval_1,10,0.10860294575555873,0.8594948297765708,0.8587242030121975,0.03782998384673731,4.401420757419957,3.376670903289971,0.8324328895790486,0.8865567699740929,0.054123880395044344,0.08974089255549744
X_g01.json,model_eval_1,10,0.012797917807085835,0.9093325873899325,0.9059925915094801,0.005280506104701762,0.580701294326035,0.22635202156190384,0.9055551408809138,0.9131100338989512,0.007554893018037356,0.368655981489609
M_k05.json,model_eval_1,10,0.16363287959579376,0.7825017309546467,0.769926654308817,0.055219483742791335,7.056787424025752,4.459637145594654,0.7430000919151061,0.8220033699941873,0.07900327807908125,1.6332824140396405
R_g01.json,model_eval_1,10,0.22333498739926283,0.8313684312284396,0.8684822207409733,0.08164884170905218,9.821017811369973,1.5597977839634827,0.7729603684473635,0.8897764940095158,0.11681612556215226,4.273408093589852
E_j04.json,model_eval_1,10,0.058549096296333536,0.8309592792075401,0.8260453884321364,0.018924229369962516,2.2773955166623763,1.5969323343491506,0.8174217010375645,0.8444968573775157,0.027075156339951167,0.5948693430430569
M_j02.json,model_eval_1,10,0.08385257390484535,0.7600045447982169,0.7640914915426105,0.026737090330885914,3.518017163697972,2.7038407010513223,0.7408779825844561,0.7791311070119776,0.03825312442752149,0.5348766200946067
G_g03.json,model_eval_1,10,0.032907043065046104,0.950897717221299,0.9484807135376107,0.010227297040307856,1.0755412338346895,0.5325464536373119,0.9435815496541015,0.9582138847884966,0.014632335134395102,0.2548289753487448
R_j01.json,model_eval_1,10,0.09523964377846561,0.9191737482473632,0.9210526315789473,0.027283943767472618,2.9683119018027164,1.428571428571433,0.8996559906511864,0.93869150584354,0.0390355151923536,0.20399304742913593
V_k09.json,model_eval_1,10,0.08927020461746149,0.8931310428051766,0.8936266156458013,0.028770479621961803,3.2213055243941016,2.7280410151084014,0.872549881519518,0.9137122040908353,0.041162322571317356,0.05545636532619245
R_j02.json,model_eval_1,10,0.07160987047915046,0.9100893519262243,0.9046512323764142,0.02322437809626406,2.551878894869954,1.0289731064398537,0.893475632668188,0.9267030711842607,0.03322743851607268,0.6011288500127053
R_j03.json,model_eval_1,10,0.07066647158451722,0.8874115385682355,0.8877002269663381,0.023984291124021888,2.70272473160745,2.087461189293004,0.8702542102778555,0.9045688668586155,0.03431465658075994,0.03252093323093574
M_g01.json,model_eval_1,10,0.08694349653880118,0.8622104392622273,0.8591813825014476,0.02780588911337272,3.224953891438098,2.380498893586412,0.8423193044583216,0.882101574066133,0.039782269607811394,0.352551489414354
E_j05.json,model_eval_1,10,0.03601697652096769,0.8792794349038457,0.8785356021387813,0.013401218724418032,1.5241137450102575,1.2846294239058795,0.8696927805409099,0.8888660892667816,0.01917330872587164,0.08466734452804771
R_j04.json,model_eval_1,10,0.047971771996834334,0.9048148586285187,0.9066927836695021,0.015383047516828476,1.700132062391799,0.7350418396683923,0.8938104893524806,0.9158192279045568,0.02200873855207619,0.20711811925790144
V_k08.json,model_eval_1,10,0.06859079541126634,0.8638960285155957,0.8641787154351408,0.021763617429589995,2.5192403612487615,1.9949297290423966,0.8483272744884349,0.8794647825427564,0.031137508054321472,0.03271162717804234
E_j03.json,model_eval_1,10,0.2147785222699643,0.7704118930134192,0.7659503275989921,0.07654528940735718,9.935631848562844,8.875861994260191,0.7156546916163431,0.8251690944104952,0.10951440279415214,0.5824875652723692
M_g02.json,model_eval_1,10,0.09587763307894481,0.89922148971098,0.9097177720288243,0.03266742358078913,3.6328561933377292,3.1650408825010428,0.8758526226521935,0.9225903567697665,0.04673773411757298,1.153795456192506
G_j01.json,model_eval_1,10,0.13155953345535942,0.8499971215502095,0.8552738910690929,0.045458493848657744,5.348076210628968,4.334226212810796,0.8174780740405472,0.8825161690598717,0.06503809501932456,0.6169683856813968
M_j03.json,model_eval_2,10,0.13939665091625875,0.8498635898747615,0.8484972373545255,0.03900407666314019,4.589451428186016,2.578359367966572,0.821961754272775,0.8777654254767481,0.055803671203973115,0.16103205291463793
X_g03.json,model_eval_2,10,0.037278911564625816,0.9276084656084654,0.9164247921390778,0.01800742507236237,1.9412743350234938,0.0,0.9147267297242018,0.9404902014927291,0.025763471768527335,1.2203591135158198
M_j01.json,model_eval_2,10,0.12292077329437079,0.7642291802582685,0.7680585233163874,0.03430329992494927,4.488614254870064,2.1895832394950023,0.739690077759373,0.7887682827571639,0.04907820499779092,0.4985743848768484
E_j02.json,model_eval_2,10,0.17836738176121114,0.7596632561554865,0.7634578283339803,0.05627137295070683,7.407410124781566,3.9659523284865106,0.7194091409067475,0.7999173714042255,0.08050823049747802,0.49702446391497584
G_g01.json,model_eval_2,10,0.14242254862707215,0.8231145663078848,0.8282213448184651,0.0441521988929646,5.364040523667459,3.939385536852807,0.7915299859160123,0.8546991466997573,0.06316916078374502,0.616595858405414
E_j01.json,model_eval_2,10,0.10946125332015244,0.9081032752801805,0.8965744955341501,0.036151298575511435,3.980967755496481,2.7085544602095544,0.882242194184381,0.9339643563759801,0.051722162191599086,1.285869696657155
V_g01.json,model_eval_2,10,0.12201524348076087,0.8033582902884829,0.8089922645043813,0.03770537560393163,4.6934694095696425,3.6521883182846313,0.7763854894579926,0.8303310911189733,0.053945601660980724,0.6964187994244887
X_g01.json,model_eval_2,10,0.027632933515286506,0.8671574612751083,0.8635531135531135,0.009176078230175612,1.058179008998283,0.9729759701689097,0.8605932903434251,0.8737216322067914,0.01312834186336631,0.4173857595353475
M_k05.json,model_eval_2,10,0.23189909438351608,0.777439199671719,0.7849432078050034,0.06674935381392105,8.58579729991832,5.728517244086468,0.7296895884518513,0.8251888108915868,0.09549922243973552,0.9559937660035769
R_g01.json,model_eval_2,10,0.1482912920412921,0.8162057231561543,0.8293257389162562,0.047477007409732666,5.81679423003133,1.5526717696635794,0.7822427180307816,0.8501687282815269,0.0679260102507453,1.5820099563347505
E_j04.json,model_eval_2,10,0.04607210605755352,0.8706017409537905,0.866912964709225,0.01803540600505075,2.071602336252165,1.5822018303522627,0.8576999887160927,0.8835034931914884,0.0258035044753957,0.42550710333450925
