report,llm,example,direction,data_metric,stat,median,min,max
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_1,CI_width,0.0175715042578423,0.00585357201421655,0.0463924203749584
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_1,mean_median_diff_pct,0.231554736113428,0.0103556677890042,0.740469048475887
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,n,10,10,10
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,range,0.0782287017438874,0.015470313174384,0.147685330022465
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,mean,0.490153644501129,0.342012352733777,0.622658705809614
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,median,0.484266537963565,0.339996457099915,0.620847864792897
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,SD,0.0266507424974707,0.00508353715514819,0.0426522048170288
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,CV_pct,5.02251868571955,1.31662530428928,11.722656473631
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,MedianCV_pct,3.29206979181842,0.666673505056151,7.92488272636936
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,CI_width,0.0381295853896231,0.0072730868213875,0.0610230985414736
report_anthropic_realset_m2m,anthropic,realset,m2m,text_eval_2,mean_median_diff_pct,0.749391175782838,0.0789408542879095,3.71067528903064
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,n,10,10,10
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,range,0.08510559909785,0.0158703235363968,0.204158865769661
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,mean,0.628645289263351,0.377072549855651,0.873668716044755
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,median,0.627442953454072,0.366833309385574,0.870514988144372
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,SD,0.0269441848607041,0.00763480420286214,0.0652752046030851
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,CV_pct,4.87186148246835,1.02657394843744,14.8211940992868
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,MedianCV_pct,2.44274660001914,0,7.10138515020138
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,CI_width,0.0385494174317098,0.0109232198245026,0.0933901368029301
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_1,mean_median_diff_pct,1.01830786015013,0.066137210803137,8.90396512508296
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,n,10,10,10
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,range,0.0951697532943531,0.0149272559078293,0.184867832508497
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,mean,0.605416110069769,0.350611006264097,0.812287633001919
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,median,0.599493339780212,0.356470602301385,0.811941391941392
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,SD,0.0303063019728778,0.00683803390218489,0.0593342123415383
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,CV_pct,5.18349674095306,0.960210142595583,14.6692264612096
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,MedianCV_pct,2.51310102150163,0,12.2165227783922
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,CI_width,0.043359644821461,0.009783269550379,0.0848902771176986
report_anthropic_realset_t2t,anthropic,realset,t2t,model_eval_2,mean_median_diff_pct,1.22736941686481,0.0426436026002999,5.08957755177214
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,n,10,10,10
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,range,0.0652610957622528,0.0178481340408325,0.196814656257629
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,mean,0.769696617126465,0.649242842197418,0.871319013834
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,median,0.769952341914177,0.645595580339432,0.869686633348465
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,SD,0.0208903068243268,0.00570543740395145,0.0559111423068902
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,CV_pct,2.76493314256933,0.695541487441728,7.7839486214688
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,MedianCV_pct,1.31539210211151,0.273134622633736,4.2770410725992
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,CI_width,0.0298880505092566,0.00816284809699996,0.0799928435398849
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_1,mean_median_diff_pct,0.472616654667742,0.027030460772042,1.69997258067693
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,n,10,10,10
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,range,0.136108331664715,0.0616628393443704,0.225849455595016
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,mean,0.582948772900906,0.458662281649692,0.729752012124031
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,median,0.578818388132736,0.447318226873101,0.72030707024611
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,SD,0.0380518876187642,0.0168263969344189,0.0757876611639597
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,CV_pct,6.55483134980006,3.57039294666297,14.9953911684064
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,MedianCV_pct,3.75857497054228,1.30606947488007,13.5809111571695
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,CI_width,0.0544413611866053,0.0240737584992804,0.108430453602007
report_anthropic_realset_t2t,anthropic,realset,t2t,text_eval_2,mean_median_diff_pct,1.13775552518311,0.126128071209096,3.31531032840313
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,n,10,10,10
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,range,0.0572684239967258,0,0.275012949481813
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,mean,0.925604801866784,0.598593634568404,1
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,median,0.923350520984394,0.586768214283168,1
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,SD,0.0199215326128607,0,0.0912291665550666
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,CV_pct,2.14250749526809,0,11.9042816886253
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,MedianCV_pct,1.10361181334992,0,9.70551377841309
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,CI_width,0.0285020118642594,0,0.13052282864223
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_1,mean_median_diff_pct,0.422616502656263,0,2.80740499759963
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,n,10,10,10
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,range,0.065286433337904,0,0.297339246119734
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,mean,0.917896631266754,0.542751005990635,1
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,median,0.913484258435141,0.537978878777665,1
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,SD,0.023026797822474,0,0.0872441781008686
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,CV_pct,2.58811020604055,0,9.58000217564146
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,MedianCV_pct,1.56941247813915,0,6.35720913562576
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,CI_width,0.032944757689394,0,0.124821450620382
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,model_eval_2,mean_median_diff_pct,0.469809756197025,0,3.15717276427387
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,n,10,10,10
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,range,0.0349049270153046,0.00537985563278198,0.11178195476532
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,mean,0.935518023371696,0.81138351559639,0.973221617937088
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,median,0.93698862195015,0.808971434831619,0.976474493741989
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,SD,0.0114013702160681,0.00192836560594416,0.0338706901694134
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,CV_pct,1.2019522040753,0.199801940267603,3.75764740874991
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,MedianCV_pct,0.606239231733173,0.129437724682501,2.95866763616308
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,CI_width,0.0163120978431851,0.00275893930689697,0.0484592642453652
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_1,mean_median_diff_pct,0.223101507825059,0.00980758997909879,1.40026821882409
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,n,10,10,10
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,range,0.121284794069016,0.0102537870407105,0.290539698941367
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,mean,0.745512117893756,0.502418970036573,0.984708976745605
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,median,0.745465095532577,0.499327369297252,0.986000061035156
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,SD,0.0399835566471883,0.00323218533051124,0.0985900723352064
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,CV_pct,5.46973146514277,0.32823762216461,12.2108597820784
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,MedianCV_pct,2.7116415377434,0.0637999373244504,9.26512413921484
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,CI_width,0.0572050267456709,0.00462433219511649,0.141054178210275
report_anthropic_sapsam_m2m,anthropic,sapsam,m2m,text_eval_2,mean_median_diff_pct,1.10530976120841,0.0080380313460818,5.71299718949264
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,n,10,10,10
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,range,0.0259949381681708,0,0.178571428571429
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,mean,0.851745269999513,0.617222764716512,1
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,median,0.854106013315607,0.616227365750343,1
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,SD,0.00888364640822992,0,0.0564692439315782
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,CV_pct,1.12305924348813,0,6.45696920274803
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,MedianCV_pct,0.00807140305166839,0,3.10068431539451
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,CI_width,0.0127099556166574,0,0.0807913272427931
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_1,mean_median_diff_pct,0.233602875112301,0,2.18095113010517
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,n,10,10,10
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,range,0.0318007376395535,0,0.147727597240341
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,mean,0.850001497669319,0.585962502409871,1
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,median,0.85014181720836,0.584427414690573,1
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,SD,0.0118504555438283,0,0.0602967076382341
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,CV_pct,1.47896288445205,0,7.50261615113698
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,MedianCV_pct,0.00990197049213054,0,4.06292756378608
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,CI_width,0.0169546104243519,0,0.0862673324326098
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,model_eval_2,mean_median_diff_pct,0.435089425355084,0,3.66836371578752
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,n,10,10,10
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,range,0.0315036773681641,0.00218069553375244,0.134746909141541
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,mean,0.940826505422592,0.814704102277756,0.977638858556748
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,median,0.941844940185547,0.812327921390533,0.978869438171387
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,SD,0.0103454698993721,0.00101352099820989,0.0448479346477118
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,CV_pct,1.08704709468629,0.105094211782059,5.50481267030884
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,MedianCV_pct,0.559751079212341,0,4.07317669656629
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,CI_width,0.0148014066760549,0.00145005849083146,0.0641645595375233
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_1,mean_median_diff_pct,0.19523549257581,0.00835091657343368,1.52898757572023
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,n,10,10,10
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,range,0.114651537993375,0.00933210600863443,0.307550222765316
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,mean,0.75946789902268,0.548210636997464,0.935358248438154
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,median,0.763197644551595,0.542183773716291,0.976143285632134
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,SD,0.0394816507068047,0.00326047318930673,0.10754555104266
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,CV_pct,5.14790667539809,0.361373348451922,13.7287468406569
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,MedianCV_pct,3.00996076424221,0,10.6823550959923
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,CI_width,0.0564869429844688,0.00466480402540559,0.153866905289574
report_anthropic_sapsam_t2t,anthropic,sapsam,t2t,text_eval_2,mean_median_diff_pct,1.11159049262263,0.00553323873582547,4.51284404165838
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,n,10,9,10
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,range,0.0942329413349368,0.0231627264799922,0.241621997130235
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,mean,0.874718114868417,0.765278389663761,0.95841972731745
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,median,0.875246139588885,0.772618666020325,0.9625
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,SD,0.0311121183330413,0.0108268379710331,0.0705461806769332
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,CV_pct,3.46,1.22294577963473,8.24052775537419
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,MedianCV_pct,1.54606025713192,0,5.6802612692947
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,CI_width,0.0445125374178352,0.0160077702031318,0.100931395074197
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_1,mean_median_diff_pct,1.1048383959106,0.0112696583326647,4.99433628392245
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,n,10,9,10
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,range,0.0839889402496501,0.03125,0.203571428571429
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,mean,0.858300317076133,0.759994058229352,0.983408883266568
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,median,0.8625,0.763008056758057,0.986111111111111
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,SD,0.0269769976163177,0.0111640502712033,0.0754475168448415
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,CV_pct,3.33500643190087,1.13523992524045,8.56565301002767
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,MedianCV_pct,1.61267141798493,0,6.11886860007161
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,CI_width,0.0385963630943741,0.0159725609202179,0.107943804426591
report_gemini_domain_m2m,gemini,domain,m2m,model_eval_2,mean_median_diff_pct,0.725499147230867,0.0171927947208873,4.59860881768332
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,n,10,9,10
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,range,0.041955441236496,0.0166212916374207,0.0661931037902832
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,mean,0.767078891396523,0.687897827890184,0.845421886444092
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,median,0.769465088844299,0.685521960258484,0.847292840480804
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,SD,0.0127243416159047,0.00474057435627797,0.0216220386172282
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,CV_pct,1.72256809199314,0.583060339029975,3.07339507598623
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,MedianCV_pct,0.895475023510108,0.224926496782547,2.45499793258387
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,CI_width,0.0188912032210449,0.00678240520806184,0.030934949291997
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_1,mean_median_diff_pct,0.228758062659095,0.0102485255810919,0.828585935938237
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,n,10,9,10
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,range,0.0889838047615893,0.0084872841835022,0.174341301123301
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,mean,0.514269978498971,0.444089950124423,0.745414083533817
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,median,0.513881676920823,0.446010674039523,0.74028800924619
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,SD,0.0296066358846694,0.00330823205106209,0.0546027733519628
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,CV_pct,5.14141730358472,0.502190856871864,8.85533959381601
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,MedianCV_pct,2.99641337242548,0.478011670762366,7.99868695917898
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,CI_width,0.0423586228853143,0.00473313328856162,0.0781209420049551
report_gemini_domain_m2m,gemini,domain,m2m,text_eval_2,mean_median_diff_pct,0.755107429078316,0.011708136868318,2.66055517667783
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,n,10,5,10
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,range,0.054361890446458,0,0.115384615384615
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,mean,0.959353860012525,0.838059553255336,1
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,median,0.960298742138365,0.825750141308248,1
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,SD,0.0189438389047184,0,0.0533918996485679
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,CV_pct,2.05,0,5.56629108139925
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,MedianCV_pct,0,0,2.63532763532764
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,CI_width,0.0271032119721721,0,0.0763885282729915
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_1,mean_median_diff_pct,0.613780720116126,0,4.07993605115907
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,n,10,5,10
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,range,0.0534420289855072,0,0.135683760683761
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,mean,0.928858742883133,0.849128787878788,1
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,median,0.918269230769231,0.859307359307359,1
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,SD,0.0175175618568673,0,0.0472712164137392
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,CV_pct,1.80149546264299,0,5.01108301205716
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,MedianCV_pct,0,0,3.60046457607433
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,CI_width,0.025403141273258,0,0.0676315822304043
report_gemini_domain_t2t,gemini,domain,t2t,model_eval_2,mean_median_diff_pct,0.318345795618525,0,3.33333333333333
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,n,10,5,10
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,range,0.036314070224762,0.0112123489379883,0.0970842242240906
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,mean,0.785968980193138,0.710083711147308,0.832742542028427
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,median,0.789096638560295,0.711602181196213,0.836644738912582
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,SD,0.0110149646561749,0.0037886997032359,0.0297014428488364
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,CV_pct,1.44587902125316,0.475866854796358,3.97600065930577
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,MedianCV_pct,0.773827441797885,0.123215183934897,2.95498822714842
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,CI_width,0.015759262071635,0.00542054499471756,0.0424942645184163
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_1,mean_median_diff_pct,0.181710416846522,0.0318559653249468,1.21564669187865
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,n,10,5,10
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,range,0.0699857659784017,0.00560617446899414,0.16101861851556
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,mean,0.555249339955194,0.46580356558164,0.738899057110151
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,median,0.55121702181191,0.46692235271136,0.738491555054983
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,SD,0.0247235998532484,0.00189434985161795,0.043937774808492
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,CV_pct,4.75989181993819,0.302923074569658,7.70912729278552
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,MedianCV_pct,2.64624243633819,0.164044370951115,6.22363025184896
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,CI_width,0.0353723957909531,0.00271027249735889,0.0628623812844773
report_gemini_domain_t2t,gemini,domain,t2t,text_eval_2,mean_median_diff_pct,0.596667341397898,0.0202762385851511,2.34382834486312
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,n,10,7,10
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,range,0.0652939792804627,0,0.616666666666667
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,mean,0.979537326275755,0.673608970725049,1
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,median,0.992805383022774,0.657881999646706,1
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,SD,0.0251878261555718,0,0.187628223050181
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,CV_pct,2.57,0,25.3689120761794
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,MedianCV_pct,0,0,16.4552638158969
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,CI_width,0.0360365707735536,0,0.268442290227903
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_1,mean_median_diff_pct,0.925957201960517,0,6.44282236704021
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,n,10,7,10
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,range,0.0801361907698632,0,0.569444444444444
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,mean,0.976007446918161,0.68313062066932,1
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,median,0.993640350877193,0.669444444444444,1
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,SD,0.0315573654856772,0,0.173465264072843
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,CV_pct,3.24208580491588,0,23.324314880243
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,MedianCV_pct,0,0,15.6471964377574
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,CI_width,0.0451495586688389,0,0.248179149201067
report_gemini_mad_m2m,gemini,mad,m2m,model_eval_2,mean_median_diff_pct,1.17144286574413,0,8.41084140506478
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,n,10,7,10
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,range,0.0349512100219727,0.00825822353363037,0.103735148906708
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,mean,0.825387436151505,0.715202647447586,0.942827731370926
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,median,0.827286303043366,0.714913904666901,0.944817960262299
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,SD,0.0116155123499467,0.00270835930658367,0.0330616939900173
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,CV_pct,1.39433083854468,0.30348496842569,4.04949987595555
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,MedianCV_pct,0.839277180657824,0.137445142909955,2.2360146176612
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,CI_width,0.0166184739518439,0.00387488706762906,0.0473018222376953
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_1,mean_median_diff_pct,0.175330181753288,0.0020158018999179,1.25383486044691
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,n,10,7,10
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,range,0.147765288492302,0.011733204126358,0.33172540863355
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,mean,0.724966239243273,0.565635049343109,0.858285065491994
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,median,0.736548918698515,0.555173084139824,0.864766130844752
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,SD,0.0478188563364445,0.00353726197092121,0.114013923147162
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,CV_pct,6.61845232103068,0.476023677306456,15.7696867663962
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,MedianCV_pct,3.20361535491307,0.0789513749907222,14.1840749666487
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,CI_width,0.0684150982317894,0.00506080955825183,0.175277718832137
report_gemini_mad_m2m,gemini,mad,m2m,text_eval_2,mean_median_diff_pct,1.31703359113477,0.00521173812789978,9.43478795474621
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,n,10,10,10
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,range,0.0396312670334726,0,0.310344827586207
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,mean,0.981714434562572,0.729850957946745,1
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,median,0.98282816234029,0.723563916792702,1
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,SD,0.0136901750612657,0,0.108594279370567
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,CV_pct,1.47,0,12.5155882324582
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,MedianCV_pct,0,0,6.52173913043478
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,CI_width,0.0195867225480475,0,0.155367335393286
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_1,mean_median_diff_pct,0.438522258563758,0,6.30401928282578
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_2,n,10,10,10
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_2,range,0.0576140873015872,0,0.421717171717172
report_gemini_mad_t2t,gemini,mad,t2t,model_eval_2,mean,0.973333333333333,0.645051644262171,1
