description,metric,n,range,mean,median,SD,CV_pct,MedianCV_pct,CI_95_lower,CI_95_upper,CI_width,mean_median_diff_pct
9_2.txt,model_eval_1,10,0.1021160695118688,0.6255143307862676,0.6283188033211,0.03170777885150813,5.06907312765347,3.876047627427537,0.6028319522118507,0.6481967093606845,0.04536475714883381,0.4463454730319741
1_1.txt,model_eval_1,10,0.21338464399976886,0.7570344243181923,0.7656531227326884,0.07365402841110205,9.729283906400566,5.510345569998194,0.704345506441751,0.8097233421946337,0.10537783575288273,1.1256662003460627
1_3.txt,model_eval_1,10,0.12588342224879723,0.813851058098846,0.8148193080958096,0.04208425857980373,5.171002502363572,4.837213924170605,0.7837457930911281,0.8439563231065638,0.06021053001543564,0.11883002615959172
3_8.txt,model_eval_1,9,0.08088925520901835,0.8689117963853937,0.8624918112254939,0.023927129607943475,2.753689120976202,1.1229695888368187,0.8505197764455659,0.8873038163252216,0.03678403987965573,0.7443531725568304
5_2.txt,model_eval_1,10,0.1663099936760477,0.8008931862071875,0.8141688699049943,0.048568131242799635,6.064245779490909,1.0878902908016028,0.7661496381125612,0.8356367343018138,0.06948709618925264,1.6305810979184068
8_2.txt,model_eval_1,10,0.13146776535537885,0.759625837280575,0.7743195955722868,0.046475369989184494,6.1181923663318445,2.7143930092290005,0.72637936040127,0.7928723141598799,0.06649295375860986,1.8976348236223972
10_13.txt,model_eval_1,10,0.2490031875021133,0.5299530286007121,0.5327477181851358,0.08272264220194694,15.609429088530316,8.56360973415151,0.470776815221409,0.5891292419800153,0.11835242675860624,0.5245803011496807
10_11.txt,model_eval_1,10,0.17705418964194164,0.6834413674346377,0.7173501063680102,0.06180141045561898,9.042679211473029,2.9012039657446387,0.639231301666483,0.7276514332027924,0.08842013153630934,4.726944156327608
10_6.txt,model_eval_1,10,0.0781611477163302,0.862406561929961,0.8743091831327126,0.026808309600009763,3.1085465699630146,1.8173467325875685,0.8432290525201943,0.8815840713397277,0.038355018819533404,1.3613743778949678
6_1.txt,model_eval_1,10,0.12237707322095226,0.7535417663603231,0.7486732580709756,0.04093150651160549,5.431882921275681,4.739364229414529,0.7242611305054629,0.7828224022151833,0.058561271709720364,0.6502847853670687
8_3.txt,model_eval_1,10,0.2507609176985812,0.6896033257076679,0.7009405929296146,0.0857207121342418,12.430437751482069,11.07174823991335,0.6282824222977147,0.7509242291176211,0.12264180681990644,1.6174362472805397
10_1.txt,model_eval_1,9,0.12014681500721403,0.8822119422029373,0.8797261393827919,0.038567541943990764,4.371686677430963,3.1083306356105553,0.8525663051337697,0.9118575792721049,0.059291274138335126,0.2825655290735649
9_5.txt,model_eval_1,10,0.09136588820672875,0.5730933692687143,0.5745046018973765,0.029398064880776856,5.129716457597431,3.553632872051694,0.552063260534077,0.5941234780033517,0.0420602174692748,0.24564339850392533
1_2.txt,model_eval_1,10,0.17382864395776276,0.7230029348868081,0.7311563630078233,0.04908767938023219,6.789416337281848,4.256817656507039,0.6878877244440852,0.758118145329531,0.07023042088544584,1.1151415119296337
9_3.txt,model_eval_1,10,0.07833965896515382,0.8075417890226136,0.8002906038750563,0.02764137305082649,3.422903114931238,2.5809254768455867,0.7877683419201935,0.8273152361250338,0.039546894204840255,0.9060690094881295
10_14.txt,model_eval_1,9,0.2038306036599269,0.785544710738127,0.7909307310473634,0.058290035176103414,7.420333226014842,3.804382434976699,0.7407390233523634,0.8303503981238907,0.08961137477152725,0.6809724414303828
3_3.txt,model_eval_1,10,0.24218913348885684,0.7387079363404725,0.713905224378682,0.07265888658814844,9.835942327639994,6.855351188818598,0.6867309000395012,0.7906849726414438,0.10395407260194256,3.474230348065674
10_12.txt,model_eval_1,10,0.2161988920183846,0.6824841482116522,0.6999724353166945,0.0636935690768847,9.3326078332785,4.8523072291959055,0.6369205137065831,0.7280477827167212,0.09112726901013812,2.4984251125731802
10_7.txt,model_eval_1,10,0.18038139222761107,0.6941223726782356,0.702970685739307,0.06572157607820346,9.468298194253576,7.482999569713783,0.6471079893594164,0.7411367559970549,0.09402876663763848,1.2587029929655869
