description,metric,n,range,mean,median,SD,CV_pct,MedianCV_pct,CI_95_lower,CI_95_upper,CI_width,mean_median_diff_pct
9_3.json,model_eval_1,10,0.2051715749459707,0.8933100105961497,0.9001892963639486,0.06353369473116358,7.112166434669687,6.310405550127218,0.8478607433083798,0.9387592778839196,0.09089853457553976,0.7642043507499824
10_7.json,model_eval_1,10,0.23780634357937858,0.7961142777464787,0.7799444653040613,0.08005015810301207,10.055108963703816,5.533044146556214,0.7388498443234455,0.8533787111695119,0.11452886684606645,2.073200485641454
10_5.json,model_eval_1,10,0.21749999999999992,0.8191666666666666,0.7466666666666666,0.10200762498732902,12.452609357557968,2.3437499999999947,0.7461948076703151,0.8921385256630181,0.145943717992703,9.70982142857143
10_13.json,model_eval_1,10,0.3899371069182389,0.8210785850101339,0.8117386489479511,0.1363652077011309,16.60805800938626,13.369713506139167,0.7235287919470058,0.9186283780732619,0.1950995861262561,1.1506087672784484
10_11.json,model_eval_1,10,0.2004633509178394,0.7780693855272389,0.7751925102840902,0.07604520556107777,9.773576364214314,8.355694955180725,0.7236699225631631,0.8324688484913148,0.10879892592815166,0.3711175230646147
9_4.json,model_eval_1,10,0.10896164021164034,0.9553314275698803,0.9536245591257027,0.0328949097453507,3.443298189093073,1.9724237569210497,0.931799826712262,0.9788630284274986,0.04706320171523659,0.17898746711625693
3_1.json,model_eval_1,10,0.059551479159279164,0.8766997692862339,0.8704518611353621,0.019695830040035667,2.2465877977897777,1.706255191756155,0.8626102212482699,0.890789317324198,0.028179096075928056,0.717777562417118
3_3.json,model_eval_1,10,0.14958197964045916,0.9072040764666024,0.9101721034209919,0.040990595193448866,4.518343364714575,0.0,0.8778811711151208,0.936526981818084,0.058645810702963264,0.32609513555005487
6_2.json,model_eval_1,10,0.12466935264517887,0.8790351319165397,0.8721448293245722,0.039159012055862016,4.4547721284454855,2.0645305571396775,0.8510224622113903,0.9070478016216891,0.05602533941029875,0.7900410987133528
5_4.json,model_eval_1,10,0.16561750550654453,0.7288630481085907,0.7268375033534547,0.04478360642410668,6.14431017463716,1.3662218699581234,0.6968267859788337,0.7608993102383477,0.06407252425951393,0.27867917461477637
3_6.json,model_eval_1,10,0.045487814603722976,0.8587522571859747,0.8512174741378851,0.017133885937973506,1.9952070919870577,0.9288337915732487,0.8464954135541317,0.8710091008178177,0.024513687263685968,0.8851772052401624
10_1.json,model_eval_1,10,0.358336084516342,0.8806822041746152,0.9407718033637995,0.1357760246282866,15.417141845796392,6.295702786204441,0.7835538872915273,0.977810521057703,0.19425663376617575,6.387266175955689
3_2.json,model_eval_1,10,0.02944785276073625,0.9839015031728964,0.9784032213859548,0.014656089183798963,1.4895890631873054,0.8024374792603092,0.9734171685607438,0.994385837785049,0.02096866922430518,0.5619648082467454
1_1.json,model_eval_1,10,0.1318756599656844,0.8503175667970242,0.8360194125595355,0.040610893631082084,4.775967852111439,1.7304246743286276,0.8212662835803896,0.8793688500136588,0.058102566433269276,1.7102658171194667
5_2.json,model_eval_1,10,0.09767066302879346,0.842900822866919,0.8545344253185063,0.027257523049746837,3.233775826322853,1.1670685292889929,0.8234019655136281,0.86239968022021,0.038997714706581865,1.3613965812145197
6_4.json,model_eval_1,10,0.15938548716422574,0.8751317102029781,0.8699919259862974,0.04017619117208484,4.590873659779323,1.683272562637677,0.8463913943924295,0.9038720260135267,0.05748063162109718,0.5907852777890794
10_12.json,model_eval_1,10,0.23570110701107017,0.9196234226204563,0.9637378958862868,0.08678598710010525,9.437122300866326,3.762652093323085,0.8575404674069149,0.9817063778339976,0.12416591042708269,4.577434741762574
3_7.json,model_eval_1,10,0.0625,0.9878725309766851,1.0,0.025582023121472546,2.5896076993030905,0.0,0.9695722540680385,1.0061728078853318,0.036600553817293324,1.2127469023314852
9_1.json,model_eval_1,10,0.12660253705335678,0.7926945566521826,0.7871597565669546,0.043275296733083085,5.459265030890247,3.480735973377638,0.7617372742762418,0.8236518390281233,0.06191456475188151,0.7031355501921186
10_6.json,model_eval_1,10,0.18093845725424673,0.9480298345159028,0.983107088989442,0.06491541529394626,6.847402152390525,0.0,0.9015921438814247,0.994467525150381,0.09287538126895623,3.567999342736493
10_10.json,model_eval_1,10,0.1830414138591987,0.7869940274188053,0.7800315632314894,0.0570029279784992,7.243120785231147,4.538037543881788,0.7462165892288375,0.8277714656087731,0.08155487637993564,0.8925874945972792
1_3.json,model_eval_1,10,0.08853001038532449,0.9384824461202106,0.9402714859284957,0.028439182744721184,3.030337206869653,2.3964027407179733,0.9181382803436126,0.9588266118968086,0.04068833155319607,0.1902684315177886
10_14.json,model_eval_1,10,0.09520203527624982,0.9327794630534259,0.9310602364789713,0.040237756702565144,4.313748136225904,4.653015427290344,0.9039951059154785,0.9615638201913732,0.05756871427589472,0.18465256135910468
8_3.json,model_eval_1,10,0.09345890182689198,0.884414763649915,0.8822469929070259,0.027123477411103873,3.066827751627219,1.1327773067696527,0.8650117967699426,0.9038177305298875,0.0388059337599449,0.245710187772501
6_3.json,model_eval_1,8,0.09472338958703008,0.9159840519334551,0.9168428490156512,0.029821104441630154,3.255635769933319,2.1962003761518725,0.8910529847141476,0.9409151191527626,0.04986213443861498,0.0936689513495229
8_2.json,model_eval_1,10,0.12634580343743584,0.8578280339210694,0.8420492174091632,0.04370275588205522,5.094582381773315,2.733219091383699,0.8265649656908911,0.8890911021512478,0.06252613646035665,1.8738591742243884
6_1.json,model_eval_1,3,0.06535473299499883,0.8835733615974232,0.8665742925335463,0.03584043167974872,4.056305139728564,0.8284070925640097,0.7945407936563481,0.9726059295384982,0.17806513588215012,1.9616401283008023
7_1.json,model_eval_1,10,0.11999366632989161,0.9022775202858553,0.910544017443818,0.037110578056409556,4.1129893211406126,3.1649178819410526,0.8757302119886393,0.9288248285830712,0.05309461659443193,0.9078635408718984
9_5.json,model_eval_1,10,0.10987557058556441,0.7555150995743924,0.7669875004824491,0.03543280369526358,4.689886901694499,1.9945680633036509,0.7301679987530828,0.7808622003957021,0.050694201642619285,1.4957741685282133
3_8.json,model_eval_1,10,0.04832782089123411,0.9664161555422002,0.9637510758542589,0.013844073829279815,1.432516804472573,1.0136348665297044,0.9565127017216571,0.9763196093627432,0.019806907641086058,0.27653195464181196
1_4.json,model_eval_1,10,0.116404853699414,0.9573137210079767,0.9688665714988018,0.04087262688437762,4.269512280816567,2.813608152073446,0.928075205101075,0.9865522369148785,0.05847703181380348,1.1924088239470645
1_2.json,model_eval_1,10,0.016498223806090673,0.8592426758858082,0.855782910770284,0.006529362410474591,0.7598973600494597,0.0,0.8545718513938899,0.8639135003777264,0.009341648983836492,0.40428069688959317
10_8.json,model_eval_1,10,0.1908425055185744,0.9058446465307046,0.8833490371767141,0.07127283908672663,7.868108439973074,6.159757727945072,0.8548591288818788,0.9568301641795305,0.10197103529765172,2.546627483275366
9_2.json,model_eval_1,10,0.15829827246195138,0.792344852263982,0.803819496525444,0.05341492651595518,6.741373577847032,3.0869473529998683,0.7541341156988779,0.8305555888290861,0.0764214731302082,1.427515046731494
9_3.json,model_eval_2,10,0.3157219973009445,0.8949639162418472,0.9152777777777776,0.08708851427549487,9.730952577529486,5.382075395031634,0.8326645461241472,0.9572632863595473,0.12459874023540007,2.2194203802533976
10_7.json,model_eval_2,10,0.27744692656377445,0.8214413251301839,0.8036796536796538,0.09755766344508986,11.876400719141895,8.29957025257907,0.7516527768543769,0.8912298734059908,0.13957709655161388,2.210043687084541
10_5.json,model_eval_2,10,0.16666666666666663,0.7654761904761904,0.7499999999999999,0.06448870557615793,8.424652050384552,10.31746031746032,0.7193437495851769,0.811608631367204,0.09226488178202708,2.0634920634920713
10_13.json,model_eval_2,10,0.35317460317460314,0.7792063492063491,0.7301587301587301,0.12689304493614928,16.28490900586149,7.6086956521739095,0.6884325331916289,0.8699801652210694,0.18154763202944046,6.717391304347821
10_11.json,model_eval_2,10,0.11296296296296293,0.747809085595954,0.7303413966402081,0.03612378163881388,4.830615505296466,2.3259213580156874,0.7219676889308523,0.7736504822610558,0.051682793330203536,2.3917155779615635
